Komentar,Penulis,Likes,Published_at,balasan
speed come to afghanistan ,@RohullahFaizy,0,2024-09-18T18:34:27Z,
green appleend stream ,@BQUA_,1,2024-09-18T18:34:25Z,
welcome to indonesia speed ,@Rap-iz5xx,0,2024-09-18T18:34:13Z,
anjj speed,@yntkts6307,0,2024-09-18T18:34:00Z,
 best,@HendraHendra-z8x,0,2024-09-18T18:33:55Z,
norway ,@ogeebouy,0,2024-09-18T18:33:55Z,
indonesian netizens are more powerful than malaysian netizens the proof is that ishowspeed in malaysia has only million viewers in one day while in indonesia it has only had million viewers in three hours indonesian netizens are really strong,@pejuangsasak,25,2024-09-18T18:33:54Z,bro juta jgn bandingin juta penduduk berbanggalah dengan tidak merendahkan pihak manapun nice aku suka pemikiranmualitalit
boom ,@WindahBasudewaKrisna,0,2024-09-18T18:33:53Z,
,@Hengkyplp_02,2,2024-09-18T18:33:29Z,
speeck di kejar warga indonesia,@muhammadhendra4972,0,2024-09-18T18:33:26Z,
hell yeahhh,@ranggaprasetio437,0,2024-09-18T18:33:24Z,
i think someone botted his stream,@Neksksssd,1,2024-09-18T18:33:09Z,
w,@beanbarn7600,0,2024-09-18T18:33:07Z,
 that was funny,@krismaxxwu_editz,1,2024-09-18T18:33:07Z,
anjir banyak yg gak bisa bahasa inggris cok ,@DarkLaw1995,0,2024-09-18T18:32:58Z,
im always watching speed from philippines ,@lenielyn14,2,2024-09-18T18:32:54Z,
everyone thought it was nepal man,@New3ar,0,2024-09-18T18:32:53Z,
come to bandung,@muhamadcandraaditian5621,0,2024-09-18T18:32:46Z,
 damn both the fucking crazy people,@ajikalacakra6575,0,2024-09-18T18:32:45Z,big melons bro
forgive your fans at indonesia speed if there is something lacking in comfort please forgive speed his name is also a big fan understand if many people flock to take photos once again we as indonesians apologize for the inconvenience to you on holiday if you visit speeds advice is to ask the local police for escort because if you just control speed himself it would be too much dont be deterred from going to indonesia speed,@andremotorider226,0,2024-09-18T18:32:34Z,
what happen in indonesia indonesia is crazy ,@DRyoutube10,2,2024-09-18T18:32:31Z,
 ,@Hamcahjatirejo,1,2024-09-18T18:32:31Z,
indonesia memalukan ga bisa bahasa inggeris cuma bisa minta uang wkwkwk,@tukangcomment11,0,2024-09-18T18:32:28Z,
 ada yg kluar,@RhydhoPratama,0,2024-09-18T18:32:25Z,ingus coook
atmosfer indonesia menyala abang ku indonesia dilawan gituloh slebeeww,@MustofaKamil-v5n,0,2024-09-18T18:32:18Z,
happy itu mbak di rumah hantu gak over dan effort tpi menang bnyk dripada yg ricuh brharap betah di indo,@aiqivo6728,1,2024-09-18T18:32:13Z,
best streamer,@ShayanRaja-x1p,0,2024-09-18T18:32:13Z,
world record ,@Respect-wu9sh,1,2024-09-18T18:32:10Z,
indonesia make youtube live chat broke and m viewers is sooo crazyyyyy as fuc,@WooppZ,0,2024-09-18T18:31:59Z,
 million views ,@JubjubChangnoi,0,2024-09-18T18:31:42Z,
,@oniusharkyt5205,0,2024-09-18T18:31:00Z,
mantap reza arapudah tepat,@derisuherman4791,0,2024-09-18T18:30:58Z,
naon ibrohna ieu,@robeeteam3399,0,2024-09-18T18:30:50Z,
indonesia ,@Mr.robot1880,1,2024-09-18T18:30:44Z,
bocil meresahkan,@RiskiIkki-th4gx,1,2024-09-18T18:30:41Z,
u need to go to the urban area people will behave more,@Goxut,0,2024-09-18T18:30:40Z,
forgive your fans at indonesia speed if there is something lacking in comfort please forgive speed his name is also a big fan understand if many people flock to take photos once again we as indonesians apologize for the inconvenience to you on holiday if you visit speeds advice is to ask the local police for escort because if you just control speed himself it would be too much dont be deterred from going to indonesia speed,@andremotorider226,1,2024-09-18T18:30:37Z,
w button countryyy ,@raynerromero-h1j,0,2024-09-18T18:30:32Z,
anything about indonesia indonesian people will watch,@pbpbrn,0,2024-09-18T18:30:23Z,
,@dhanendrazahidd,0,2024-09-18T18:30:16Z,welcome to indonesia broo
gara orang yg tidak patuh terhadap speed dia tidak bisa menikmati banyak hal di indonesia sangat memilukan gara gara kalian coba kalo kalian dengar patuh kepada speed pasti streaming akan berjalan lancar dan speed bisa menikmati indonesia speed itu suka hal yg randomyg unikhal unik yg beda dari yg laingak itu terusdia gk suka yg berulang seperti messi dll,@OuwYEAHOuwYEAH,0,2024-09-18T18:30:10Z,"setuju bg, kesan nya kek norak org yg nutupin jalan wkwk ya mau gimana lagi smoga aja speed ke bali dan aman tidak sprti ini salah tempat banyak jamet el fomo lu aja bang yg dateng bawa kamera bawa bodyguard gue jamin ga akan pada begitu yoi padahal di jakarta banyak hal unik kek bajaj, angkot, ondel ondel dan beragam lainnya maaf ya liat orang  pengen maki  anj padahal udah banyak yang warning jangan ke jakarta wkwkkwwk nekat si speed yg lucu dari speed ekspresinya, jalan sebentar rusuh jalan sebentar rusuh, gabisa nikmatinnya, ini norak bat sumpahh kasian speed nya iya kebanyakan orang norak padahal ini kesempatan yg bagus untuk memperlihatkan dan mempromosikan kota jakarta, memperlihatkan speed interaksi sama orang jakarta, harusnya biarkan dia jalan walking around, biarkan dia interaksi sama warga, jangan dikerumuni, jangan ditutup jalannya dan jangan teriak, speed sudah bilang move minggir, relax, santai yg benar harusnya bilang tenang bukan santai untuk arti dari relax, tapi tidak berpengaruh, sangat disayangkan ya gimana jamet jakarta gk bisa bahasa inggris macam mana menurutku gpp yg penting gada yg bikin ni orang cidera lagian speed emg sengaja nyari tempat rame biar di kerubuni yah karna dia ke jakarta
coba aja dia ke daerah lain di indonesia misalnya bali, gk bakalan jadi kek gitu 
mending speed ke tempat wisata di indo dri pada stay di jakarta kebanyakan norak pansos up up kalo sepi mah ke bali aja kampungan  banyak orang fomo, aslinya banyak tuh orang yg gatau speed itu siapa king indonesia bayuariandi bali pasti aman soalnya bukan kaya jakarta, bali cuma sedikit paling bule bule sebagian michiko ga ke jakarta juga tetep aja bro org indo tuh norak  fomo kaceangorang orang pada knp si , di kira keren kali sampe segitu nya padahal kita yg liat aja jiji granzobuat rusuh ga tau malu fajarravenmikir dikit lah dia itu mau liat orang asli indo budaya indo bukan orang orang bule lagi, ya memang orang orang nya malah ga mau dengerin speed pada fomo mau keliatan keren didepan kamera padahal mah memalukan purnamaridlosyabanispeed mau menikmati indonesia bukan nyari kerusuhan, ketauan nih fomonya lu pikir speed selalu gimmick kah purnamaridlosyabaniyang rusuh kaya gitu bikin malu doang orang norak, kampungan, cringe, caper purnamaridlosyabanigppa gimna, speed jdi ga bisa nikmatin kearifan lokal indo krena rusuh, dia smpe badmood gitu itu aslinya gw yakin bnyk yg fomo doang rezahusein trus maunya gimana ya org fomo di jakartanya aja begitu, syukirn aja ni  speed ga luka, dia juga masih enjoy kok diakhir umaypratama pastilah ada yg fomo,,,trus gimana mau apa lagian dah di saranin jgn kejakarta juga kalo gada yg fomo sepi streamnya udah terjadi syukuri positifnya aja bangh purnamaridlosyabani ini pasti orang yg ngejar sambil teriak kek org gila afrindo gw org solo nyimak,,, ngapain gada kerjaan ngejar begituan mending gw ke pengajian purnamaridlosyabani fomo klo tertib dan ikutin aturan security mah gppa, ini udh lah fomo rusuh lagi, hrusnya konten speed bisa jdi salah satu tmpat promosi budaya indo, bnyk kok negara lain yg santai kek poland, artinya negara kita msih blum civilized umaypratama memang fomonya negara ini begitu coba meyuarakan bukan cuman disini tapi ada yg ikut serta kesana ,,, tertibkan tuh manusia fomo  karena ngomong doang disini g bakal ngaruh ke mereka kesannya kita cuman ngeluh buat diri sendiri selesai purnamaridlosyabani ngaruh lah, siapa tau ntar manusiamanusia itu baca komen ini wkwk lagian mau nertibin gimna manusia sbanyak itu klo ga manusianya sndiri yg mau berubah umaypratama ya emang hrus dari diri sendiri,,,  manusia tipe kaya gitu gimna sadarnya pasti keras kepala,,, butuh pemicu yg lebih buat ngerubah prilaku mereka,, makanya harus ada yg tertibin dulu syukur ada cellos dan kawan yg ngebantu 

klo masih beda pendapat udahan aja diskusinya bangh,,, diserang zombie fomo indrisulastriabsyeah bro masalahnya pada gak bisa bahasa inggris awkwkwk kebanyakan irl stream speed memang chaos bang, cuman sedikit negara yang tentram iya bang iyaaaa, gausah nyampah juga themoonisbeautiful iya bg, gua sengaja komen berulang supaya mereka gk seperti itu, biar speed bebas, nyaman dan senang di indo ouwyeahouwyeah semoga kalo beneran ke bali, aman yaa"
nami ,@ibnumachdyarts6074,0,2024-09-18T18:30:06Z,
legend speed,@spaceitblack,0,2024-09-18T18:29:54Z,
banyak fomo ,@FanRhoyen,0,2024-09-18T18:29:47Z,semua negara asean begitu juga bang riedhanibbxtp cobalah org indo bener dikit ini norak bgt jd ya sama aja riedhanibbx gua yang nonton ikutan stress
lets go el kecepatan,@vveirdman,0,2024-09-18T18:29:45Z,
this is indonesia brooo m viewer,@Xrtssss,0,2024-09-18T18:29:45Z,
 wtf timor leste girls,@cbse-sport3415,8,2024-09-18T18:29:34Z,
king indonesia is really really crazy cool where it was watched by million people in the last days ,@Shannn_14,0,2024-09-18T18:29:24Z,
indonesia is king bro m view in hoursk like in hoursk subs in stream and is actually insane broken the youtube chat,@baranmahesa4703,1,2024-09-18T18:29:20Z,
batik indonesia,@JamalBangjem,0,2024-09-18T18:29:19Z,
part live youtube in bali,@rifkyhasyim9578,0,2024-09-18T18:29:16Z,
better than whole europe tour,@Sleezy5711,1,2024-09-18T18:29:10Z,
party ke atlas bali bersama hotman paris gassssss ,@so.illogical2277,1,2024-09-18T18:29:10Z,
as an indonesia iam so sorry about that zombie apocalypse speed they of indonesian people who not educated,@Mr.Akbar22,1,2024-09-18T18:29:06Z," in other perception, thats normal they just cant control them self as a fan after all it will be another lvl exp for speed so let it be tolol ngejelekin negara sendiri dasar inlander tanokaa hell nah man, as indonesian  its a real fan, another just fomo x agree bro, but try to zoom out your lens you will see another perception you aint get that all vibes if you dont have exp on it so i guess speed got that exp and vibes maybe it will be a fun story for speed in the future tanokaa that an l for indonesian, im as indonesian very dissapointed watching this in kota tua is not crowded but in market they clustered together tanokaa i know, but as indonesian we have nice behavior to not rush to other people and ask first, example like the little kid at early video when he asked to get picture with speed tanokaa not just rush in and randomly pull the phone infront of speed face x  listen man tanokaa hadeh bang dia bilang gitu karena yg nonton stream dia  juta, kocak amat menormalisasikan kerumunn kek gitu x maksud gw coba liat secara utuh bang jgn liat yg sampahnya bang 
gak ada yg sempurna, dibalik byk fans yg fomo gila kaya zombi tdpt byk hal yg mengharukan sama aja kaya relationship ada romantisnya ada momen kaya tainya jg 
lagian dengan begini berarti si speed jd tau kalau dia itu terkenal parah dan seharusnya bawa bodyguard lebih byk dan jadwal serta planing yg lebih terukur utk kedepannya 
sama aja kaya orang super famous lainnya gk ada yg segila speed turun ke kerumunan dengan bawa bodyguard cuma beberapa org pula 
positifnya untung gak ada yg rusuh aneh yg lain yg lebih merugikan 
simplenya gini kalau fans lo gak gila sama lo berarti lo gk hebat amat 
justru kalau gk ada kegilaannya dimna letak sensasinya gitu loh bang maksudnya tanokaa hmm, di live yg baru dia bilang risih, kita gk tau dia waktu seneng itu hanya gimmick apa gk mrakbar kan dia bilang juga kalau part  lancar dia bakal lanjut part  dan begitu seterusnya 
mau di jkt atau yg bali td pun ttp aja byk yg bikin risih tp menurt gw pribadi sih hal kaya gitu emg gk bisa dihindari resiko jd org terkenal 
yg penting gk kaya di norwegia aja, sampe gk bisa lnjut livestream kan tanokaa iya sejauh ini emang belum ada yg nyakitin tanokaa di live terbaru speed  coba dengar"
forgive your fans at indonesia speed if there is something lacking in comfort please forgive speed his name is also a big fan understand if many people flock to take photos once again we as indonesians apologize for the inconvenience to you on holiday if you visit speeds advice is to ask the local police for escort because if you just control speed himself it would be too much dont be deterred from going to indonesia speed,@andremotorider226,0,2024-09-18T18:29:03Z,
 m view dalam jam,@R9Gming,1,2024-09-18T18:29:02Z,
mrbeast can pass this world record if he wanted to,@Blaxattles,0,2024-09-18T18:29:00Z,
random bet sumpah,@Xitdiitlewo7rr96wo7r5ohq,0,2024-09-18T18:28:51Z,
 hours million viewsfor realll fakkkk,@rendykomika4534,0,2024-09-18T18:28:50Z,
why leho anda nongtot ,@sadam_hd3387,0,2024-09-18T18:28:42Z,
gg juta view i need speed can go all indonesia for see all beautiful islandseamountmaybe much sub and follower in every island,@specialis_indigo,0,2024-09-18T18:28:24Z,
l country,@josephputinch3090,0,2024-09-18T18:28:21Z,
million views on one stream bro this is magic im so happy for you dude you deserve it we love youuuuu ,@forrest_ation,0,2024-09-18T18:28:16Z,
sorry speed many of the riots earlier were fomo people who just wanted to follow the trend even though they didnt know who speed was they only knew how to make a trend,@HitmantGt,0,2024-09-18T18:28:13Z,
 ,@RationalBeliver,0,2024-09-18T18:28:12Z,
this is indonesia,@irwanhasan-dn3gy,0,2024-09-18T18:28:12Z,
yooo million viewers,@Maheswara.S,1,2024-09-18T18:28:09Z,
nahh speed violated bro who said his a messi fan ,@RR-TV-j6h,0,2024-09-18T18:28:07Z,
yooo cant wait for tomorrow braaaahhhhh,@OvernightHistory99,0,2024-09-18T18:27:40Z,
indonesia the king netizen ,@YouOnUsPath,0,2024-09-18T18:27:32Z,
indonesia win,@syahri7063,0,2024-09-18T18:27:31Z,
nami cosplayer have husband bro,@Iraz1616,0,2024-09-18T18:27:28Z,
you i like indonesian speed,@Muhamadleray,0,2024-09-18T18:27:25Z,
ajg judol semua superchatnya wkwk,@malzadar1952,0,2024-09-18T18:27:19Z,
yo i m from indonesia all people love you speed btw speed try to say aku sayang indonesia meaning i love indonesia,@Yumiko_official-XO,1,2024-09-18T18:27:16Z,
lessssgoooo chattt,@imdffhlm,0,2024-09-18T18:27:10Z,
w country big l the crowd,@irfanariefal,0,2024-09-18T18:27:09Z,
indonesia view paling banyak gilee,@nataaa533,0,2024-09-18T18:26:51Z,
proud,@imjonky,0,2024-09-18T18:26:49Z,
datang oge si ieuu,@Classof90,0,2024-09-18T18:26:47Z,
nami nami nami ,@ooyodokaini2059,0,2024-09-18T18:26:37Z,
assalamualaikum bro speed please give me a job bro to make me rich in indonesia ,@matatabiMLBB,1,2024-09-18T18:26:25Z,
no hate but why do people worship famous people dont under stand he reacts playing video games and films himself traveling to different countries he is a normal human i love to see a black man loved like this but i still dont get humans worshiping people for doing regular shit,@ItzSolo12,4,2024-09-18T18:26:23Z,"because they are all npcs most people dont have that voice you hear whenever youre thinking and thats wild i would love to meet him but worship yeah no yeah, bet most of them dont even know him till now, but got over exited already"
i love you speed,@MasyKuri24,0,2024-09-18T18:26:19Z,
duhhh kasian gapapa rame asal kasih jalan dn jangan bar bar soalny negara qt pst d lihat sm negara lain,@nounara2604,1,2024-09-18T18:26:11Z,bawel tukang ngeklaim
mantap,@HazelKenzoAtharrazka,0,2024-09-18T18:26:10Z,
wow this is of powerful netizen in indonesia lets goooooo millions view ,@HaBib-yz6if,0,2024-09-18T18:26:05Z,
indonesia people are love from philippines,@corpaxhunter,11,2024-09-18T18:25:39Z,nah yaaallll too bro
cok janco ,@larekendal9923,0,2024-09-18T18:25:37Z,
httpswwwyoutubecomlivemvtwxwzqcosipluwjylalkewfwu,@Aiman_Nz,0,2024-09-18T18:25:28Z,
indonesia,@nisacute7109,0,2024-09-18T18:25:21Z,
batik from indonesia,@azissaputra8495,2,2024-09-18T18:25:18Z,
welcome home speedd,@DianAdlina-xk4gb,0,2024-09-18T18:25:16Z,
el kecepatan gacor ,@mfauzanaditya,0,2024-09-18T18:25:15Z,
indon ni bos senggol doongs,@ardiwinanda6430,0,2024-09-18T18:25:15Z,
welcome to the land of bar bar,@AlEl-j7d,0,2024-09-18T18:25:09Z,
 m is crazy asf,@ETyree60,0,2024-09-18T18:25:06Z,
hope you enjoy in indonesia speed,@andymalvinger,0,2024-09-18T18:25:01Z,
,@MR_FOOTBALL19,0,2024-09-18T18:25:00Z,
 awkward caper cringe jadi sapa sih itu lupa nama nya,@Yoshitsune-js3nb,21,2024-09-18T18:24:54Z,"seketika kek mengambang tuh kek pernah liat jir tapi lupa, gw yang malu anj liat tu orng yoshitsunejsnb koiocabe gimmick gksih itu yoshitsunejsnb x gimick sih gimick tp di menit itu dia kena mental beneran sama speed xliat aja di meni itu sampe nelan nelan ludah dia menit  ampir nangis, untung aja speed bales gong gongan nya x    lu liat aja menit ini tremor dia chanelnya sepulang sekolah bro dan dia kayaknya cuma canda aja luruffy gw jg tau dia canda lu tau gk klo lg posisi becandain org gk kenal jatohnya sksd, caper dia sok asik nya terlalu agresif, pas reaksi si speed  kek gitu malah kena mental sndiri dia yoshitsunejsnb rata dari awal juga banyak orang yang caper dan banyak juga yang cringe nah kalo dia cuma canda aja liat aja di akhir pas selesai lawan speed luruffy yaelah gw jg tau gw nonton sampe abis caper itu emang canda cuk dahlah pass pass kayak si pernah lihat di sepulang sekolah cringe dia sama speed yoshitsunejsnbaelah dia bikin gw ga suka sama dia, kok bisa ya org maluin dirinya demi atensi jforever biasalah caper demi naik daun iya jir norak bet tuh orang luruffybocil sotoy lu  jforeverbukan demi atensi itu bro,itu dia di kerjain medy renaldy suruh gonggong gonggong depan speed,padahal aslinya dia gak mau yoshitsunejsnbdi kerjain medy renaldy itu bro,suruh gonggong gonggong depan speed bukan demi naik daun,dia aja gk bawa kru sama sekali,dia aslinya gak mau gonggong gonggong kek gitu cuma di suruh aja ama bang medy,liat aja geh di chanel sepulang sekolah atasnamaular gk bawa kru tetap aja camera speed tetap on atasnamaular dia sadar sudah terlihat konyol didepan livestream jt penonton untuk itu dia buat klarifikasi alibi buat nutupin kekonyolan dia atasnamaular padahal aslinya gak mau ya  tp ujungnya tetap dilakuin suruh makan tai dia jg gk mau tuh, dan ujungnya tetap ga akan mau simpulkan sendiri menurut pola pikirmu yoshitsunejsnb ya kalo makan t apa untungnya,itu kan dia ketemu speed,dia bilang itu momen gak tau kapan ada lagi, walaupun jadinya cringe ,,bang koi aja dh klarifikasi kalo dia malu sendiri kok yoshitsunejsnb dia sebenernya cuma pengen ke notice speed aja si bang bukan pengen viral demi kontennya,eh apesnya malah dia jadi viral,malu maluin pula,trus ada yang bilang ke dia,bang bikin video klarifikasi lu di tumbuk speed,udah bonyok masa ga di jadiin duitkalo bisa jadi duit kenapa nggak,akhirnya dia bikin videonya yoshitsunejsnb nah sebenernya iya juga bang buat nutupin kekonyolannya,kalo gw malu tuh"
speed i love you brooo,@choirulafrik4053,0,2024-09-18T18:24:39Z,
wtf,@kryspinshoty3824,0,2024-09-18T18:24:37Z,
in just day in indonesia there were already million viewers tomorrow if you try going to bali it will definitely explode,@raihanjuniornst02,1,2024-09-18T18:24:33Z,
w stream,@KSM_16,0,2024-09-18T18:24:09Z,
nice,@AmarYasir-vt6ec,0,2024-09-18T18:24:08Z,
no bro indias isro space chanel have million views live,@Chetan_malav_22,1,2024-09-18T18:24:05Z,
rip mobilnya arap,@dnlmubarach,0,2024-09-18T18:24:04Z,
tolong lah itu yg ketemu speed jangan bikin malu anjirr santaiii aajaa,@monictiaraputri4532,1,2024-09-18T18:24:03Z,
welcome,@fikriabd9778,0,2024-09-18T18:23:58Z,
from bangladesh bro big fan bro love you bro suuuuuuuui,@polokahmed8458,0,2024-09-18T18:23:44Z,
belum nyampe sehari udah jt view,@rezaardian2380,1,2024-09-18T18:23:21Z,
hahaha l mario better,@Bowsetor,0,2024-09-18T18:23:21Z,
thanks spedd welcome in indonesia,@APHENRESTO,0,2024-09-18T18:23:17Z,
thailand number ,@CHATEAYChannel,0,2024-09-18T18:23:16Z,
hey batik from indonesian ,@ipangmyway7285,0,2024-09-18T18:23:15Z,
wtf m live viewer before gta,@Mr.Poster7,0,2024-09-18T18:23:07Z,
w speed,@reyhanpradipta1154,1,2024-09-18T18:22:58Z,
mantap speed bwk bahasa malaysia sampai kt indo speed sabar sabar sabar,@syfiqasyrff,0,2024-09-18T18:22:57Z,sabar bahasa malaysia   batik dr malaysia  negara tukang klaim we used the same language bro syfiqasyrff negara maling batik d klaim  awwkkwk
this is my country boy,@nanditoakmal5753,0,2024-09-18T18:22:53Z,
this is indonesia speed ,@PenggunabaruGmail,0,2024-09-18T18:22:48Z,
i see some filipino on live stream said indonesia cant broke their record of highest live streamers well and now reached m views less than hours,@andraagu8831,0,2024-09-18T18:22:38Z,
kwowkwo bro kecepatan do lempar plastik menit ,@Yourcristianojojo,0,2024-09-18T18:22:35Z,
 really brave of him to eat anything that random strangers hand him,@inko002,13,2024-09-18T18:22:31Z,"he trusted his fans , speed is the one of the most celebrity close to his fans , humble , kind , and super joyful envy ariihariantoim honestly just surprised and irritated why so many people are watching him hes just screaming all the time and his adhd is hitting hard"
auto populer video on playlist livestrem,@Shevayoung,0,2024-09-18T18:22:14Z,
baru jam anjay udah jt,@ryanslebew1083,0,2024-09-18T18:22:02Z,
say l malaysia but indo people also like zombie hohohoh,@amirridzuan1633,0,2024-09-18T18:22:00Z,"but, indonesia broke the record  malay only l raffly its bcs ur country got million people u dumb omgggg, we only got  mil, dont comeback with a weak comeback, omggggg raffly how r u allowed to talk loll"
cringe cok acara arab,@GalGalile,1,2024-09-18T18:22:00Z,
menyala,@FanHai11,0,2024-09-18T18:21:55Z,
,@Dominx21,0,2024-09-18T18:21:47Z,
speed come to nepal ,@aashisrai697,0,2024-09-18T18:21:42Z,
this is insane n embarrassing ,@ilovehags_france,0,2024-09-18T18:21:36Z,
,@WisnuDhanuarta,0,2024-09-18T18:21:30Z,
king indooooo,@rizkiandriansaputra461,0,2024-09-18T18:21:27Z,
,@जीजाजी-य6श,0,2024-09-18T18:21:27Z,
pecah rekok kau sama netizen indo netizen terkuat di dunia maya,@heitaakii,1,2024-09-18T18:21:17Z,
negara sebelah pasti sirik spedd soal nya views nya pada kecil,@DikriRahman25,0,2024-09-18T18:21:14Z,
world record ,@MTCFISHING,0,2024-09-18T18:21:10Z,
indonesia malaysia no good idea,@miraini21,0,2024-09-18T18:21:04Z,
fak lah kata gue teh,@unyuboyspict,0,2024-09-18T18:21:02Z,
 lagi teruk,@DanialHisyam-b3o,0,2024-09-18T18:21:01Z,
m views in a day thats crazy w indonesia although l crowd for lack of discipline but w stream also w internet less lag and less interuption even in the elevators,@Bryle_,36,2024-09-18T18:20:59Z,
of course i missed the live sleeping session is fixed tho but fuck,@spider9263.,0,2024-09-18T18:20:57Z,
bro speed didnt say he was coming to indonesia on a certain day if he said maybe zombies all over indonesia would come ,@RizzSedih-oy5wm,0,2024-09-18T18:20:53Z,
speed chat w in the stream hit that sub button gets out of car move the fk back calm down please shut upgets back in car this got to be the best country to my streamwe just hit million viewsgets back out the car chill out shut the fk up wow is that a reynaldo kit crowd cheers messi messi messi meow meow ,@BayWay415,5,2024-09-18T18:20:52Z,
salamat datang di indonesia speed,@faldaputtraardiatna2322,0,2024-09-18T18:20:52Z,
batik from indonesia ,@jawadwipanusantara351,0,2024-09-18T18:20:47Z,
speed you need more crowd for tommorow come to bandung its not too far from jakarta,@initami2290,0,2024-09-18T18:20:44Z,
gotta be a world record,@vancuy012,1,2024-09-18T18:20:43Z,
 his got jackpot bro,@ajikalacakra6575,1,2024-09-18T18:20:41Z,big melons bro
batik real from indonesia,@gariskeras1923,0,2024-09-18T18:20:38Z,
indonesia bnyak yg nganggur,@wisnu626,0,2024-09-18T18:20:35Z,
wilie salim bisa apa,@giuniasalsabila4771,1,2024-09-18T18:20:33Z,
batik from indonesia,@mardalenaabdan139,1,2024-09-18T18:20:27Z,
sumpah menyala banget spedd ke indonesia views nya gede kalau di indonesia semua orang nge youtube spedd kalau di indonesia,@DikriRahman25,1,2024-09-18T18:20:24Z,
excited bole tapi jangan tolol,@oyemmad9675,0,2024-09-18T18:20:15Z,
,@mobarp04,1,2024-09-18T18:20:08Z,
,@amellindaarmor8239,0,2024-09-18T18:20:05Z,
 paraaahhhh,@norahdreamer,0,2024-09-18T18:19:56Z,langsung di goreng sama orang malaydesh mrfarsgmalaydesh berhuq berhuq pendenhki
bro said m in months more like days,@Curtbanburry,1,2024-09-18T18:19:53Z,
jangan bikin malu gak perlu kek gitu juga dikrumunin santai aja lah kasian dia itu,@ninja_gaming_2232,1,2024-09-18T18:19:52Z,
i love speed i love you to indonesia ,@adamjordiyansyah8239,1,2024-09-18T18:19:48Z,
ayoooo,@mahardhika17,0,2024-09-18T18:19:32Z,
thanks speedyyyy,@aditya-nl2tp,0,2024-09-18T18:19:29Z,
gabisa english,@anasafieshaid,0,2024-09-18T18:19:26Z,
i love nami,@naldyganap2671,0,2024-09-18T18:19:18Z,
bro want nami so bad ,@shakayudeara,0,2024-09-18T18:19:09Z,
 million view in hours what is going on i thought it was a glitch or something indonesia my friends u guys are insane respect u guys are crazyyy w indonesia,@callmerokaleta1823,68,2024-09-18T18:19:08Z,gg
bro is the greatest streamer of all time,@manlikeisaac,3747,2024-09-18T18:19:06Z,"dont translate
     , norhing about indonesia being crazy facts httpswwwyoutubecomlivemvtwxwzqcosipluwjylalkewfwu mannn i love u from indonesia frfr no doubt hes the goat shame he didnt get streamer of the year anyways that doesnt detrmine the peoples choice manlikeisaac glazing so hard all the time did you just disrespect drdisrespect luisalberto who is he hey are you black and you boring asf master oog way but black cringe officerzackscott luisalbertoyou mean the guy who inappropriately messaged a minor w speed i have checked live in philippines day , from beginning subs ,,  end stream ,, 
its only k subscribers are you joking say k in hours hahahaha clown 

compare with indonesia day , from beginning subs ,,  end stream subs ,, total k subscribers

nice try lser kaekai is the best streamer ever that would be kai come to indonesia isaac yes, right eore is not a children anymore ayo my man halo bang uhmm h johnaajohni speed x bigger than kai , its not even a debate now and he missed his award damn thats not enough it should be k rupiah k x  people in america johnaajohniits in twitch not in youtube who is the greatest streamer of all time irl yes yes facts speed is the goat go here absolut primitif face officerzackscott nah his viewers are actually npcs what are you facts bro indonesian is crazy no officerzackscott bro are you the real manlikeisaac woooooooooo buffnoobofficialayo bro your racist goddragcellyeah true who is he johnaajohni the zombies yoo isaac officerzackscott gananya gendut"
lets go to the city of batam and to the city of siantar ishowspeed,@DikoWau,0,2024-09-18T18:19:05Z,
 info nama cewe nya bro bro,@A345GSilver,6,2024-09-18T18:18:59Z,kameam asmooitu micera oddd nah thanks bro
ngapain si botak ha jelas wkwkwkwk,@canabisstrez,0,2024-09-18T18:18:52Z,
,@zahrinenbe01,0,2024-09-18T18:18:49Z,
indonesia is the best country,@gariskeras7979,0,2024-09-18T18:18:44Z,
menit ingus ishowspeed keluar wkwk,@irvantrywahyu1626,0,2024-09-18T18:18:43Z,
m views in h ,@xSubzey,0,2024-09-18T18:18:42Z,keep counting man
 speed meet nami,@fathirsalim8401,0,2024-09-18T18:18:41Z,
 bro faster than flash,@Epsilonnaught96,0,2024-09-18T18:18:40Z,
gokil,@Main51755,0,2024-09-18T18:18:38Z,
aint get scared can i get refund ,@Mustwil,0,2024-09-18T18:18:22Z,
itu yg jadi nami siapa yaaduhai bener dahhh,@Akun_semu,1,2024-09-18T18:18:19Z,
indo lets gooooo lol im filipino,@noisemep2614,0,2024-09-18T18:18:13Z,
thank you for coming to indonesia,@novebryan01,0,2024-09-18T18:18:09Z,
go to bangladesh,@Logpol970,0,2024-09-18T18:18:09Z,
itu belum semua ya bro kalo keliling seluruh indonesia pasti tau seberapa banyaknya masyarakat indonesia ,@Rampok123,0,2024-09-18T18:18:02Z,
good boy welcome to indonesian,@IvanTanjung-b6s,0,2024-09-18T18:18:01Z,
,@BN__TBN,0,2024-09-18T18:17:58Z,
this is indonesia,@FajarSangPenakluk,1,2024-09-18T18:17:58Z,
man indonesia numba the vibez are unreal,@Ilo-45-D,2,2024-09-18T18:17:55Z,
uy,@almost_21,0,2024-09-18T18:17:43Z,
,@20projectofficial,0,2024-09-18T18:17:41Z,
paling banyak penonton dari indonesia,@MisjaBros,0,2024-09-18T18:17:30Z,
 juta yang nonton cok,@nandaiklhasnandaiklhas,1,2024-09-18T18:17:17Z,
