Komentar,Penulis,Likes,Published_at,balasan
 ,@BbxbdjslBsbs,0,2024-09-22T09:56:48Z,
 sigma speed,@Autovid24,4,2024-09-22T09:54:45Z,
,@AkunFifa-x9c,0,2024-09-22T09:53:40Z,
,@wardaningsihwardaningsih4415,1,2024-09-22T09:53:10Z,
dihrpkn untk kdpnya kaum mndng mending lebih santai lgi yaa ,@PratiwiimaOfficial,0,2024-09-22T09:50:57Z,
at idk what shes saying but that lowkey confusing atm what kinda slang is that sometimes it quite hard to communicate with them bc some of them not understand english smh i had same issue when ive been in bandung back then in but indonesia yall r good people ,@minhari8040,7,2024-09-22T09:49:36Z,"it cant be like that, batik has been recognized intangible cultural heritage by unesco as originating from indonesia minhari ya ya ya you can tell that to kim jong un"
,@RasyaAinuryakin,1,2024-09-22T09:42:53Z,
indonesia lebih baik dari malaysia,@prabowopresidenku02,3,2024-09-22T09:38:22Z,
besar juga nami itu nya nyali nya ,@user-panjigaming,1,2024-09-22T09:37:43Z,
,@Muhammadalif-w9v-m5r,1,2024-09-22T09:37:34Z,
 mndhinkks irl stream in indonsia ,@Frizzen.,2,2024-09-22T09:33:49Z,
bing chilling,@devojanichutia,0,2024-09-22T09:33:23Z,
cool ,@RahadiVivo,0,2024-09-22T09:31:20Z,
this is indonesia ,@ganteng09,0,2024-09-22T09:29:41Z,
good ,@RahadiVivo,2,2024-09-22T09:29:24Z,
thank you speed ,@ssakurazuka,1,2024-09-22T09:27:47Z,
indonesia saya dari indonesia ishowspeed semangat bikin konten nya ya aku udah subscribe,@nazilayurisvie5365,0,2024-09-22T09:26:28Z,
kedatangan speed rumah hantu nya jadi gak serem ,@mylastnight3272,0,2024-09-22T09:26:27Z,
ah hell nawh you didnt go to west sumatra man can you go to west sumatra,@FakhriOzoraa,1,2024-09-22T09:25:38Z,"can you go tu smpn  padang 
thats my school speed baru bark"
,@PEYEOTZCHANNEL,1,2024-09-22T09:24:11Z,
you should go to papua because it will be more relaxed there,@alexps1411,0,2024-09-22T09:19:43Z,
boikot kfc speedkfc product devilsisrael,@RavaelDz,1,2024-09-22T09:19:43Z,
ishowspeed jadhug,@YopiYong,0,2024-09-22T09:18:59Z,
hey yo whatsapp broww,@rizkinurpermadi,0,2024-09-22T09:17:05Z,
fanatic success doug,@Warsaw404,0,2024-09-22T09:16:48Z,
 bite this what the,@gvfworldff,3,2024-09-22T09:16:05Z,
please visit to sulawesi selatan ishowspeed in sulawesi selatan hava much your fans ,@KrishnaMersy-rm8dc,0,2024-09-22T09:15:17Z,
lah yang sama willie salim mana videonya,@marzuqilamiart,0,2024-09-22T09:13:52Z,
w,@Alvin0z,1,2024-09-22T09:10:42Z,
 he is licks the ,@SPEDRUNNER-i3i,0,2024-09-22T09:10:18Z,
anjing emang arap dah kek gigolo ngasih cewek buat di hemhem wkwkwkwk,@ricksaid4857,0,2024-09-22T09:07:27Z,tim speed sendiri yang minta bang gimmick doang ahnjxx gimmick woy
ay yolet him walk ,@danielsionahara106,0,2024-09-22T09:06:37Z,
httpsyoutubelumvmjchbwsidehapwheqjgse your digital record are funny and its hurt us alot welcome in wonder land that make you look ridiculous speed land of asia with no mix for sure,@onnymulyono7942,0,2024-09-22T09:06:28Z,
cepet bet,@eneng540,0,2024-09-22T09:05:45Z,
,@Wibukpopers801,1,2024-09-22T09:03:22Z,
mf bang gw sukanya messi,@Ydlla24,0,2024-09-22T09:01:57Z,
speed try playing with alshad amhad,@AGRA782,0,2024-09-22T08:59:42Z,
bang cellos,@MbakMuthroh,0,2024-09-22T08:59:33Z,
,@locqiachannel1391,1,2024-09-22T08:55:54Z,
actually this is insane country w for indonesia ,@Afz-adelrevaa,34,2024-09-22T08:54:34Z,
,@ilhamijonk8518,0,2024-09-22T08:54:26Z,
bro really got stream sniped,@Adam_robloxuser,0,2024-09-22T08:53:57Z,
you should visit east java the best place in the world,@istribulee,0,2024-09-22T08:52:21Z,
 juta views tidak rugi perjalanan speed ke indonesia cuan cuan minggir lu miskin ,@batannyuhmetalcorpse1873,0,2024-09-22T08:51:35Z,
norak ya org indo gbsa santai,@afiefpuryantono721,0,2024-09-22T08:51:10Z,
come to choa chu kung i wanna meet you,@havishmathavan3969,0,2024-09-22T08:49:05Z,
to danger broo seseorang bisa terinjak kalau terjatuh,@meckydinamo1017,0,2024-09-22T08:47:51Z,
gara gara jogja ,@FakNigaAfterSex,2,2024-09-22T08:44:36Z,
thank you for coming to indonesia,@Mt.noci1,0,2024-09-22T08:44:10Z,
,@busmaniaofficial4645,0,2024-09-22T08:41:17Z,
thanks for coming,@PunkGamerz,0,2024-09-22T08:39:22Z,
,@barubarubutterfly,0,2024-09-22T08:38:30Z,
,@apensi_lawyer,0,2024-09-22T08:36:46Z,
gg,@BebekSakti-j7i,0,2024-09-22T08:35:21Z,
i love speed im from indonesia,@zakyzem,1,2024-09-22T08:33:55Z,
hello brother indonesia i come here from sg live streaming just now and i am malaysian big l signalpoor in malaysian our police always arresting singaporean that caught buying subsidy ron yellow petrol lol l country signalpoor speed not even live stream in half day love indonesia from malaysia,@nazsapiee6854,3,2024-09-22T08:32:53Z,what happen in singapore
 ada reza arap ga mau keliatan kamera bjir,@zidan2640,0,2024-09-22T08:32:17Z,
people need to understand his mood no time to fuck around if hes frustrated,@afifliction4210,5,2024-09-22T08:31:11Z,
 siuuuuuuuuuu,@TOL-ok1,4,2024-09-22T08:30:17Z,
sangek ke nami ajg,@SantoMulet,0,2024-09-22T08:29:29Z,
there it is a real life stream snipe,@jsjsjjssjjsj,1,2024-09-22T08:29:21Z,
speed emang baik murah hati tdk sombong smga sehat panjang umur aamiin trima kasih udh k negara kami indonesia,@IdenHerman,13,2024-09-22T08:29:01Z,
sped salam dari flores,@inoklestino3286,1,2024-09-22T08:26:59Z,
cihuyy,@Gabutpresend,0,2024-09-22T08:25:00Z,
follow me if you love speedig coolestbadboiidanishhh,@all.in.one.yt4,0,2024-09-22T08:24:43Z,
minggir lu miskin ,@LIONELPESSI-gn6yt,3,2024-09-22T08:23:58Z,
p,@domesticanimalstube4338,1,2024-09-22T08:17:50Z,
 wellcome to indonesian speed the beast of my country on the world speed indonesian king of southeast asia and m watching crazy is this amazing new record,@alien4167,2,2024-09-22T08:17:36Z,
 million plus likesdamn thats crazy,@Techfieldspaceguy,1,2024-09-22T08:17:26Z,
minggir lu miskin bro,@iinbelitung6298,1,2024-09-22T08:16:25Z,
thanks for promote indonesian culture ishowspeed i hope u feel at home in indonesia,@IbnuRusyd_Averrous,2,2024-09-22T08:16:17Z,
me in indonesia ,@OmJas-h7p,1,2024-09-22T08:15:43Z,
speed datang di candi borobudor,@ikhwanikhwan2836,1,2024-09-22T08:15:25Z,
speed if you go indonesia u mush go to police office to protect u all around yeaaa u cant just bodyguard only yeaaa ,@aniezstory8720,4,2024-09-22T08:14:35Z,
wow jackpot bro,@apresiasidarijabar5995,1,2024-09-22T08:14:23Z,
the black bodyguard is solid,@ShiveiDanii,1,2024-09-22T08:13:25Z,
indonesia ,@masukpakoke,3,2024-09-22T08:13:09Z,
papua indonesia,@FauziChamdani,1,2024-09-22T08:13:08Z,
santai,@afifliction4210,1,2024-09-22T08:12:11Z,
indonesia breaks the philippines record yall are crazy,@Kozy16,63,2024-09-22T08:10:27Z,maap bang filipina brapa emngnya what record moonbeam subscribers
aowkaowoak,@Ilaammm.,1,2024-09-22T08:08:42Z,
santai santai,@afifliction4210,1,2024-09-22T08:08:08Z,
omaygat terngyata aysos pit datang me indonesia,@MerlinTombo,1,2024-09-22T08:06:41Z,
mang speed,@yogiirwn530,1,2024-09-22T08:06:01Z,
ini di kotu,@viyileacamp,2,2024-09-22T08:05:31Z,
thanks bro to make it clear batik from indonesia directly i subcribe your youtube because of this ,@ariyasstory5810,1,2024-09-22T08:05:20Z,
maksud nya l itu di komenya live speed apaan bro,@KilingSpree-nv7rz,1,2024-09-22T08:00:01Z,"l  lol theresiads sotau l  loser w  winners
l  losers"
live random im so happy,@hanyacalonyutuber1127,1,2024-09-22T07:59:37Z,
 hari juta boy,@addhewallker8333,2,2024-09-22T07:58:56Z,
terimakasih sudah datang ke indonesia speed,@LahrukuGameiN,2,2024-09-22T07:57:16Z,
come on lets papua indonesia ,@AbiaAsea,0,2024-09-22T07:56:34Z,
 brodie really took the chicken,@HFSTitan321,2,2024-09-22T07:56:31Z,
,@Skilldanhighlightpersibbandung,2,2024-09-22T07:50:08Z,               
at what the translator also didnt translate properly ,@minhari8040,1,2024-09-22T07:47:38Z,"it cant be like that, batik has been recognized intangible cultural heritage by unesco as originating from indonesia minhari ya ya ya you can tell that to kim jong un"
it seems you are not ready to be that famous in indonesia ishowspeed,@putrapoetra1206,29,2024-09-22T07:47:25Z,
best stream of ishowspeed,@ilikecats974,2,2024-09-22T07:47:15Z,
maaf speed kalau ada tindakan rakyat kami yang kurang berkenan yang membuatmu tidak nyaman itu semua karena mereka menyukaimu mereka mengikutimu karena mereka mau well come to indonesia my country semoga hariharimu bahagia,@eriadriandoko6802,482,2024-09-22T07:47:14Z,"nah bruv, the zombies in yogyakarta were just fomo ada pro dan kontra,,disisi lain ada beberapa pedagang yg kerusakan barang dagangan nya,karena banyaknya manusia coba pakai bahasa inggris kalo ingin menyampaikan pesan ke mas darren kayak presiden aja ngomong mu bro gamesfjo ada pro dan kontra proceed to say the cons only lol risih banget liat orang triak itu, smuanya brusaha cari perhatian speed cuma buat kepuasan pribadi httpsyoutubeivdkychsggfeatureshared fanzuridmakalu hak dia mau berkomentar bagaimana pun malu maluin indonesia, reaksi anak alay dan norak dari indo di negara luar, ngga di gubriss tutorial merendahkan martabat diri sendiri dan bangsa kalau mau aman dan santai g cari popularitas ya datang aja dadakan g usah pake di umumin toh yg di cari popularitas kenapa mesti minta mf tlol nyembah banget ama speed taikklah yudistiraterserah mereka lah kocak lu dimana irl nya pasti gitu crowd nya norwagia aja lebih parah kok telalu ngerendahin bangsa sendir lu lagian dia cuan abis irl di indo kocak muisabdul lo kalo ga tau mending diem aja kids lebay"
w,@urpetsocks3595,2,2024-09-22T07:46:52Z,
sayang bngt g ada subtitle indonesia nya soalnya bnyk yang g bisa bhs inggris,@tardisupriyadi2765,0,2024-09-22T07:43:29Z,
,@margus12yt,0,2024-09-22T07:42:11Z,
at lowkey whenever indonesia or malaysia keep claiming batik from one of those country like what please dont fight about batik it doesnt matter where batik comes from please live in harmony from ps or maybe one of yall country can claiming if you go to indonesia then that batik belongs to indonesia n if u go to malaysia then that batik belongs to malaysia as simple as that,@minhari8040,0,2024-09-22T07:42:11Z,"it cant be like that, batik has been recognized intangible cultural heritage by unesco as originating from indonesia minhari ya ya ya you can tell that to kim jong un"
botak ngerusak mood speed anjir ,@warriormage589,0,2024-09-22T07:41:39Z,
very cool video,@ruslanembeng2667,1,2024-09-22T07:40:54Z,
the first guy was just screaming like a segullll,@KIRÂ3RR,0,2024-09-22T07:40:27Z,
papua bro,@Okfiana01,0,2024-09-22T07:40:19Z,
,@reygirevaldi8870,0,2024-09-22T07:39:46Z,
,@reygirevaldi8870,0,2024-09-22T07:39:21Z,
energinya gak habis,@henirohaeni3272,0,2024-09-22T07:39:16Z,
,@reygirevaldi8870,0,2024-09-22T07:39:10Z,
,@reygirevaldi8870,0,2024-09-22T07:38:59Z,
bang ke serang bang,@riswandhiarifriswan7116,0,2024-09-22T07:38:48Z,
di indonesia anda akan menjadi orang kaya,@syariffudin8174,0,2024-09-22T07:38:12Z,
wercome in indonesia,@apridarida3908,0,2024-09-22T07:38:10Z,
terimakasih telah datang ke indonesia speed,@MimusDG,0,2024-09-22T07:36:07Z,
gg iss,@chollaychuky,0,2024-09-22T07:32:25Z,
come again to indonesia someday bro we will try to control those damn zombies later ,@billyliyan7171,1,2024-09-22T07:30:43Z,
bisa nya ada cewe itu gak ngeri apa ya cewe biasa ngantri di gacoan itu,@UserOjol,1,2024-09-22T07:29:06Z,"mang ngapa bang 
gua cewek wibu  suka nontonin streaming game tapi kalau dibilang warung gapapa sih
toh, kita gak saling kenal di irl"
kitamah yang penting seru apa aja ayo speed is a fun person,@InsanKamil-mg8es,0,2024-09-22T07:26:53Z,
 hey yo man the guy clearly said dont touch yo your attitude and reaction in horror house is totally uncool yo chill will you,@putrapoetra1206,1,2024-09-22T07:26:19Z,
di tonton berulang kali juga tetap seruu gaysss,@abbiecadel,1,2024-09-22T07:25:48Z,
baju mesii di lempar,@denisirwanideden2738,1,2024-09-22T07:25:06Z,
minggir lu miskin move aside you poor,@BangBayy.Official,0,2024-09-22T07:24:59Z,
hey speed you should come to the province of kepulauan riau,@MRazzaFarhansyah,0,2024-09-22T07:23:24Z,
like and sub up,@theeramblingamblinman9809,0,2024-09-22T07:20:41Z,
,@rahmatadityo772,0,2024-09-22T07:15:44Z,
 nami emng yg paling nyambung ngobrolnya yg lain cringe,@yovi234,3,2024-09-22T07:13:07Z,
orng indo siaapa tu,@salbramudaofficialchannel8220,0,2024-09-22T07:12:39Z,
ilove indonesia,@indraraharja397,1,2024-09-22T07:09:58Z,
 this bro,@Hewzzz,0,2024-09-22T07:09:01Z,
 cr views is insane,@SawyyAep,2,2024-09-22T07:05:32Z,
trima kasih ya uda k indonesia speedsemoga sukses terus speedk sumatra speed,@IkhsanNulhakim-tr2lp,4,2024-09-22T07:04:57Z,
ingusan ,@m.yusrilsadli2995,1,2024-09-22T07:04:38Z,
 reaction,@marvel_4_,1,2024-09-22T07:03:49Z,
hahahaha kasian zombinya,@onawalkindonesia,1,2024-09-22T07:03:40Z,
translatornya koq payah ya ,@putrapoetra1206,0,2024-09-22T07:03:12Z,
 bring nami back,@Lulanciao21,0,2024-09-22T07:02:02Z,
santai,@sudirman2646,0,2024-09-22T07:01:46Z,
dragon island bro labuan bajo,@insunpuha1344,1,2024-09-22T06:58:18Z,
salam dari banjarnegara brother,@Mas.Syahab,0,2024-09-22T06:57:24Z,
amazing brooo,@Mas.Syahab,0,2024-09-22T06:57:10Z,
terima kasih sudah datang ke indonesia ,@ihsansutanto1280,17,2024-09-22T06:56:30Z,
bravo indonesia,@Mas.Syahab,1,2024-09-22T06:56:15Z,
 senyumnya gitu amat,@aikuzoo6872,3,2024-09-22T06:56:12Z,
hello everyonesalam kenal,@Mas.Syahab,0,2024-09-22T06:55:06Z,
love you speed i from jakarta indonesia btw ,@DianaRosalina350,0,2024-09-22T06:54:58Z,
,@dedik_d2k,0,2024-09-22T06:54:48Z,
hello speednice to meet u,@Mas.Syahab,0,2024-09-22T06:54:17Z,
best speed,@keyyanozahdan2374,0,2024-09-22T06:53:01Z,
,@marvel_4_,1,2024-09-22T06:52:13Z,
 lol,@WheelFFL,0,2024-09-22T06:51:56Z,
,@RaziqMC,1,2024-09-22T06:51:19Z,
cool,@robbyapriansyah751,0,2024-09-22T06:47:55Z,
good,@robbyapriansyah751,1,2024-09-22T06:46:44Z,
i as a representative of several people would like to apologize for the very crowded situation which even made you look exhausted because of the large crowd of people i also want to thank you for patiently treating everyone and i hope you enjoy your stay in indonesia,@MursalimSafar,0,2024-09-22T06:44:13Z,
 gg,@MHA_Video,1,2024-09-22T06:42:56Z,
arap gamau masuk kamera big respect,@zerocell508,0,2024-09-22T06:41:46Z,
 tangnnya bang sepulang sekolah gemeteran,@Mbahep_4k,0,2024-09-22T06:40:53Z,
aink kasep pisan,@Beritaterkini-r5w,1,2024-09-22T06:39:46Z,
the power of netizen indonesia ,@sulasari7799,1,2024-09-22T06:39:27Z,
where are you now speed,@blackdesertaddict5738,1,2024-09-22T06:38:57Z,
number st popular in livestream ch ishowspeed m views with daysbroohhhh,@YTpalsu8,2,2024-09-22T06:37:45Z,
org pertama ketemu speed di indonesia ,@yovi234,2,2024-09-22T06:37:30Z,
debat ronaldo messi berujung boxing,@ismisari12,0,2024-09-22T06:36:43Z,
apa ishowspeed ke indonesia,@MHA_Video,0,2024-09-22T06:35:09Z,
green applelive ends,@Ilham...344,0,2024-09-22T06:35:07Z,
random sekali orang indonesia kasih gorengan ,@rioteguhsetyono1223,0,2024-09-22T06:33:29Z,
,@MALINDORA,0,2024-09-22T06:31:54Z,
wtf million watch this is stupid mannnnnn ,@donalilprincipe9227,0,2024-09-22T06:31:23Z,
indonesia,@HardiAnsyah-i3f,0,2024-09-22T06:31:23Z,
wowwwwww,@nisanatasya7551,0,2024-09-22T06:31:05Z,
,@yantoptk2859,0,2024-09-22T06:31:00Z,
tiba banget joget sama biduan,@zellabel3492,0,2024-09-22T06:30:58Z,
free indonesia,@Animehyate,0,2024-09-22T06:30:42Z,
 ,@Revan19v,1,2024-09-22T06:30:40Z,
nami ,@Axel-gx1th,0,2024-09-22T06:28:23Z,
ya allah dia ingusan tetap semangat ,@Aisyahchannel2020,0,2024-09-22T06:26:41Z,
 timboi cok,@qsarr0_0,0,2024-09-22T06:25:11Z,
wtf,@jocelynaurel7948,0,2024-09-22T06:23:21Z,
w,@mariajudalyncomaingking7666,0,2024-09-22T06:23:18Z,
w,@mariajudalyncomaingking7666,0,2024-09-22T06:23:08Z,
wow speed in indonesia,@jocelynaurel7948,0,2024-09-22T06:23:03Z,
w,@mariajudalyncomaingking7666,0,2024-09-22T06:22:53Z,
 timboi anjir,@qsarr0_0,1,2024-09-22T06:22:49Z,
w,@mariajudalyncomaingking7666,0,2024-09-22T06:22:45Z,
w,@mariajudalyncomaingking7666,0,2024-09-22T06:22:37Z,
hampir jam gak pergi pipis blass wkwkwkwkwk,@gallery_properti_surabaya,0,2024-09-22T06:21:20Z,
what the ,@Gamers_scp.,0,2024-09-22T06:21:02Z,
 wkwkwkkw speed kejedot,@gyuubin,0,2024-09-22T06:20:44Z,
the energy,@seputarduniamusikid,1,2024-09-22T06:20:41Z,
indonesia good is drink wedang jahe tray this bro ,@masberto100045,0,2024-09-22T06:17:11Z,
dadar gulung,@arianylalang663,1,2024-09-22T06:12:08Z,
 attitude,@Rahman-1780,5,2024-09-22T06:07:23Z,
bromo montain bro,@morklid55,0,2024-09-22T06:07:02Z,
going to bromo montain bro is biutiful montain,@morklid55,0,2024-09-22T06:05:32Z,
welcome to indonesia speed,@vannydr,0,2024-09-22T06:05:09Z,
 wtf ronaldo will hate you,@HasanTizen,0,2024-09-22T06:04:11Z,
 di palak duluan ,@galangpermadi7534,1,2024-09-22T06:03:54Z,
hi ishospeed im fron indonesian thank you for coming into indonesian im subacribe you channel,@Aryabschannel,2,2024-09-22T06:03:28Z,
thank you for coming indonesia,@mamskywongdeso7872,3,2024-09-22T06:02:58Z,
ti l ngi vit nam,@TrinhPham-s7e,0,2024-09-22T06:01:26Z,
pov orang indo liat orang terkenal ikutan ah ,@PutuJohanes,0,2024-09-22T06:00:19Z,
thats what we call zombie,@NOBODY-uo2nb,0,2024-09-22T05:59:06Z,
good indonesia,@fatierbagundall1867,0,2024-09-22T05:58:05Z,
 ,@LeqP8j6q1-1hW2F,0,2024-09-22T05:57:09Z,
indonesia is the best mens,@RudiPratama-i8y,0,2024-09-22T05:56:29Z,
 best,@gugagalo,0,2024-09-22T05:48:27Z,
 saya juga terharu panutan ku,@aritonangofficial1,1,2024-09-22T05:46:45Z,
wow ishowspeed,@hamzahsyuja,0,2024-09-22T05:46:35Z,
ishospeed pls in jawa ,@vaniaseptiameliaamelia534,1,2024-09-22T05:44:52Z,
w,@Intisatti2,0,2024-09-22T05:44:09Z,
w,@Intisatti2,0,2024-09-22T05:44:04Z,
w w w w w w w a ww w w w w a w w w w w,@Intisatti2,0,2024-09-22T05:43:57Z,
sangat disayangkan diawal nampak mereka mempersulit,@syintiapertiwi5098,0,2024-09-22T05:42:31Z,
cuma speed yg setan g ada harga diiriya,@Andihikmah-k2k,0,2024-09-22T05:41:40Z,
kasian bgt mau minum masa ga ngerti watertolong berikan air minum,@Nryts_shofii,0,2024-09-22T05:38:12Z,
im from indonesia and im watching u ,@17meisha,0,2024-09-22T05:37:46Z,
,@Abdiammar09,0,2024-09-22T05:35:35Z,
speed ngasih orang sprt memberi ,@yoyunie,0,2024-09-22T05:34:50Z,
budaya noraknya gk ilang ada yg terkenal ngegeroyok ngumpul minta foto mideoin,@AGYana,0,2024-09-22T05:34:02Z,
dia smpe masuk ke toko baju plus ke toko lain buat bisa menghirup udara yang lebih lepas lagi karena saking sesek nya gue tau dia emng artis terkenal di seluruh dunia tpi kasih lah kesan sedikit biar dia nyaman juga,@alettavlrry,2,2024-09-22T05:32:12Z,
,@bloodfallen3245,1,2024-09-22T05:31:46Z,
 trending,@roykepinontoan1847,0,2024-09-22T05:30:56Z,
mesti renaldy berulah lagi,@habibihabibi8281,0,2024-09-22T05:30:37Z,
yang reza arap bilang woi mobil gw ajg menit berapa,@PanjiSuseno-z5d,0,2024-09-22T05:30:08Z,
sibuk amat ,@NolaDuna,0,2024-09-22T05:29:33Z,
yooo speed before i challenge you i congratulate you for traveling to indonesia it may be a little crowded and uncontrolled but congratulations to you for visiting indonesiaokay lets get straight to the point i want you to see the smallest hotel in the world which is in salatiga central java indonesia and maybe youre a little surprised that ronaldo has an adopted son in aceh maybe thats all i want to say before you leave your country subscribers thank you speed siuuuuuu,@Grexyyyyy19,0,2024-09-22T05:29:09Z,
ishowspeed lagi jalanjalan di indonesia guys siapa nih yang ikutin live streamnya ada yang seru banget gak sih di bali yogyakarta atau di mana lagi ya share dong momen paling kocak atau epic menurut kalian di kolom komentar kirakira speed bakal nyobain apa lagi nih di indonesia,@pomas_official,1,2024-09-22T05:28:35Z,
p,@farasboy3384,0,2024-09-22T05:28:07Z,
